Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
560.00,4.47,0.48,68.1,101.0
561.00,7.88,0.84,45.6,53.0
561.01,15.32,0.93,96.6,31.0
561.02,8.57,1.28,56.1,150.0
562.01,16.93,1.82,68.5,35.0
563.00,9.66,0.79,29.4,115.0
563.01,16.22,1.91,60.3,82.0
563.02,15.53,0.36,47.1,50.0
565.00,10.09,0.77,24.4,150.0
565.01,6.26,0.53,9.5,150.0
566.00,6.87,0.69,35.5,55.0
567.00,4.51,1.11,20.4,19.0
569.00,7.61,0.83,49.5,46.0
571.00,6.76,0.96,35.6,86.0
572.00,5.80,0.64,8.8,53.0
573.00,3.76,1.68,0.7,102.0
574.00,4.84,0.06,7.4,127.0
575.00,3.63,-0.10,32.4,163.0
576.00,4.23,0.34,21.2,96.0
577.00,10.39,0.45,1.6,84.0
578.00,8.62,0.72,9.7,54.0
579.00,4.46,0.99,24.4,127.0
580.00,8.85,1.25,45.3,119.0
581.00,4.53,1.56,2.1,107.0
581.01,9.16,1.07,16.4,115.0
583.00,5.39,0.02,23.3,161.0
588.00,9.62,1.30,59.6,49.0
589.02,9.99,1.23,20.2,150.0
590.00,4.75,0.91,30.1,137.0
591.00,8.38,0.54,24.6,127.0
592.00,5.47,1.25,15.8,127.0
595.00,8.18,0.55,61.9,150.0
596.00,10.72,1.51,44.2,101.0
597.00,3.95,0.74,19.0,51.0
598.00,5.33,0.41,9.1,50.0
598.01,14.70,1.59,25.3,50.0
599.00,6.04,0.87,100.2,24.0
600.00,8.10,0.81,39.3,97.0
600.01,14.83,1.63,18.7,55.0
602.00,10.48,1.39,45.0,37.0
603.00,7.58,0.92,39.3,59.0
603.00,7.62,0.93,39.3,59.0
604.00,8.23,0.93,47.2,97.0
604.10,11.37,1.54,81.0,150.0
605.00,5.91,1.47,13.2,124.0
607.10,4.00,2.11,12.0,150.0
608.00,9.05,0.81,41.1,163.0
609.00,5.63,0.43,36.6,84.0
610.00,4.75,1.33,8.7,127.0
610.10,5.11,-0.01,2.1,98.0
611.00,3.89,1.11,26.7,23.0
612.00,5.17,0.08,25.0,127.0
613.00,13.01,1.55,50.0,58.0
613.01,16.35,1.57,22.0,39.0
614.00,4.70,0.06,6.7,84.0
615.00,5.80,0.41,30.0,84.0
616.00,5.45,0.23,27.7,161.0
618.00,9.72,0.97,20.1,150.0
619.01,14.70,1.53,28.0,36.0
619.02,12.67,1.73,95.5,109.0
620.00,4.63,0.04,4.2,72.0
621.00,5.23,0.00,14.7,72.0
623.00,9.55,0.64,18.9,150.0
624.00,3.24,0.14,33.6,127.0
624.01,15.90,0.43,35.9,35.0
625.00,8.12,0.85,32.3,58.0
626.00,5.71,0.40,28.2,149.0
627.00,6.62,0.63,36.0,46.0
628.00,5.95,0.15,16.8,120.0
628.01,6.62,0.72,36.8,64.0
629.00,2.53,1.64,5.1,65.0
630.00,5.89,0.79,36.5,78.0
631.00,9.76,1.32,51.7,87.0
632.00,2.93,0.70,12.6,55.0
632.01,12.01,0.65,8.3,32.0
632.10,11.80,1.53,64.1,161.0
632.20,4.76,1.02,5.3,84.0
633.00,4.09,0.16,58.4,101.0
634.00,8.09,0.67,46.6,105.0
635.00,3.39,1.65,9.6,86.0
636.11,12.94,1.53,28.6,59.0
637.00,5.26,0.20,24.7,137.0
639.01,14.66,1.79,83.3,34.0
640.00,9.63,1.17,35.1,81.0
641.00,4.87,0.02,31.1,188.0
642.00,9.08,1.37,62.6,42.0
643.00,5.11,0.34,23.4,137.0
645.01,14.45,1.48,21.5,41.0
646.00,2.12,-0.05,38.3,34.0
646.01,14.70,1.50,40.8,56.0
647.00,4.05,0.59,91.9,45.0
648.00,8.06,0.46,15.5,50.0
648.01,7.00,0.65,43.4,150.0
650.00,3.80,0.98,30.8,94.0
651.00,6.27,1.58,31.3,141.0
652.00,10.15,1.47,77.2,116.0
652.01,14.86,1.71,83.9,40.0
652.02,10.12,1.32,28.7,185.0
654.00,7.99,0.58,9.5,56.0
655.00,4.63,1.11,22.2,72.0
657.00,4.35,1.03,20.6,23.0
659.00,11.20,1.56,75.9,53.0
660.00,10.24,1.26,41.6,150.0
661.00,5.45,0.19,12.9,66.0
662.00,14.14,1.47,30.0,23.0
663.00,5.06,0.57,42.3,40.0
663.01,11.44,1.49,50.2,94.0
664.00,3.92,0.50,72.8,81.0
664.00,3.87,0.52,72.8,81.0
665.00,11.46,1.46,74.6,150.0
665.01,13.79,1.83,117.1,35.0
667.00,11.51,1.51,79.6,97.0
668.00,5.61,0.92,24.2,120.0
669.00,10.92,1.54,62.4,57.0
669.00,10.25,1.58,62.4,57.0
670.00,7.34,0.57,30.1,162.0
671.00,8.97,0.67,20.1,163.0
671.10,5.03,1.15,10.8,72.0
672.00,4.89,-0.01,17.7,72.0
673.00,7.83,0.86,42.5,62.0
674.00,10.67,1.17,35.1,47.0
674.01,11.40,0.05,84.9,150.0
675.01,14.65,1.50,14.5,51.0
676.10,9.24,1.24,55.0,106.0
677.00,9.42,0.91,32.1,185.0
678.00,4.80,0.23,24.8,149.0
679.00,6.17,-0.02,37.2,150.0
680.00,4.84,-0.15,8.5,120.0
680.01,11.11,1.41,35.3,125.0
681.00,10.28,1.47,63.2,34.0
681.01,6.77,0.58,64.9,150.0
683.00,4.82,1.49,11.3,82.0
683.01,13.03,1.14,8.4,39.0
683.02,7.41,0.78,15.2,33.0
684.01,14.49,0.87,9.1,52.0
686.00,5.38,1.04,16.4,75.0
688.00,9.68,0.85,23.4,150.0
689.00,4.88,0.90,26.5,106.0
690.00,7.02,0.65,64.2,163.0
691.00,4.83,0.68,108.2,17.0
692.00,5.71,0.37,27.6,150.0
695.00,9.07,0.99,42.1,88.0
696.00,4.95,0.04,22.9,72.0
697.00,5.93,0.43,15.1,84.0
700.00,8.48,0.68,50.6,137.0
701.00,5.54,0.64,96.6,72.0
703.00,4.27,0.71,159.7,106.0
704.00,5.23,2.08,9.1,107.0
705.00,5.24,0.60,90.2,73.0
705.01,15.24,1.50,34.5,42.0
705.02,15.33,1.89,65.1,34.0
705.03,14.78,1.76,59.1,51.0
706.00,5.09,1.24,7.6,84.0
707.00,1.79,0.48,10.9,47.0
707.01,12.25,1.56,54.7,24.0
709.00,6.20,0.70,32.6,106.0
709.11,16.49,0.48,25.0,38.0
710.00,10.28,1.28,29.0,178.0
711.00,3.60,0.89,14.3,74.0
712.00,7.86,1.16,67.7,78.0
713.00,8.47,1.13,51.0,106.0
715.00,10.83,0.53,21.1,150.0
717.00,9.90,0.65,22.6,32.0
718.00,7.88,0.72,53.2,150.0
719.00,4.67,-0.09,15.2,84.0
720.00,11.45,1.37,37.2,150.0
721.00,11.07,1.33,33.2,50.0
722.00,5.09,0.05,22.2,57.0
724.00,8.39,1.33,72.0,80.0
725.00,8.24,0.62,15.5,58.0
726.00,4.36,1.35,0.9,99.0
727.00,9.74,0.86,28.6,150.0
727.01,10.79,1.39,62.4,120.0
729.00,12.75,1.50,22.6,74.0
729.01,9.98,1.43,55.2,200.0
731.00,8.35,0.75,40.8,69.0
732.00,5.14,-0.03,0.4,84.0
734.00,8.05,1.12,61.1,88.0
737.00,5.31,0.40,29.2,84.0
737.01,6.40,0.14,10.2,153.0
737.02,12.25,1.55,51.6,31.0
739.01,13.90,1.70,16.9,22.0
740.00,4.72,0.40,57.7,86.0
742.00,3.73,0.88,304.9,22.0
743.00,6.17,0.89,24.0,125.0
744.00,5.92,0.13,4.8,69.0
744.10,10.88,1.25,8.5,150.0
744.11,16.67,1.94,34.6,47.0
745.00,12.53,1.51,23.1,150.0
745.01,15.49,0.13,11.6,44.0
746.00,8.34,0.68,21.2,141.0
748.00,11.46,1.59,82.4,150.0
749.01,14.88,1.61,32.0,32.0
749.02,13.70,1.50,28.9,57.0
750.00,8.50,0.71,16.3,150.0
751.00,5.71,0.92,27.6,47.0
752.00,5.23,-0.13,13.5,127.0
753.00,4.28,0.58,64.8,61.0
754.00,8.64,1.30,88.7,93.0
756.00,8.86,0.73,5.5,150.0
757.00,13.01,1.69,62.4,33.0
758.00,5.10,1.63,3.5,84.0
759.00,4.58,1.04,9.8,137.0
759.10,12.70,1.31,1.9,185.0
760.00,5.86,0.37,20.9,133.0
761.00,5.96,0.92,26.5,78.0
763.00,6.68,0.54,45.9,55.0
763.01,10.36,1.09,20.7,207.0
764.00,6.95,0.96,22.3,63.0
765.00,3.01,-0.13,11.6,84.0
765.01,9.62,1.37,42.8,61.0
767.00,5.80,0.35,3.6,146.0
768.01,12.91,1.54,45.1,120.0
769.00,7.47,0.59,24.7,110.0
770.00,8.24,0.72,29.1,97.0
771.01,11.27,1.54,60.7,20.0
773.00,7.71,0.86,48.8,150.0
775.00,10.63,1.38,25.3,150.0
776.00,3.83,0.05,21.2,77.0
777.01,9.99,1.42,53.4,106.0
778.00,9.31,1.27,51.6,30.0
780.00,8.52,0.69,12.0,215.0
781.00,10.66,0.66,44.4,141.0
782.00,10.81,0.70,48.4,185.0
784.00,3.77,0.42,16.9,94.0
785.00,8.85,1.71,51.4,197.0
786.00,11.09,0.86,46.4,141.0
787.00,9.24,1.11,59.1,150.0
788.00,3.54,0.92,112.5,23.0
789.00,9.82,0.54,27.4,133.0
790.00,5.44,0.09,14.2,72.0
791.00,15.18,0.31,52.6,30.0
792.00,5.46,-0.04,11.2,150.0
793.00,3.70,-0.11,19.2,150.0
794.00,10.37,0.62,0.2,150.0
795.00,4.59,1.20,26.6,137.0
796.00,8.99,0.44,15.4,133.0
797.00,9.68,0.50,34.4,151.0
798.00,12.12,1.02,7.7,141.0
799.00,9.56,0.62,4.4,173.0
800.00,11.27,0.92,8.2,150.0
801.00,9.43,0.52,7.2,150.0
802.00,4.63,0.03,7.8,61.0
803.01,6.43,-0.02,7.0,8.0
805.00,8.15,0.78,42.4,31.0
807.00,6.97,0.52,35.1,97.0
808.00,9.61,1.47,69.5,47.0
809.00,7.96,0.32,7.4,133.0
810.00,4.47,1.88,11.8,60.0
811.00,7.34,0.09,33.4,125.0
811.10,7.00,0.88,64.2,150.0
812.00,9.28,0.46,6.7,11.0
812.01,14.93,1.43,3.6,79.0
813.00,8.71,0.78,29.1,151.0
813.01,6.81,0.02,6.6,9.0
814.00,8.37,0.30,48.5,185.0
815.00,9.44,0.47,32.0,150.0
816.00,8.19,1.00,35.4,150.0
817.00,8.69,0.46,21.8,116.0
818.00,8.25,0.26,26.3,131.0
819.00,6.29,0.01,6.4,185.0
821.00,2.87,-0.09,6.4,163.0
822.00,7.26,0.05,9.4,115.0
822.01,6.81,0.06,6.5,11.0
823.00,9.88,0.54,2.5,173.0
823.01,14.51,1.87,79.5,35.0
824.00,9.25,0.55,45.0,150.0
824.01,8.27,0.36,6.5,11.0
825.00,10.36,0.64,8.1,150.0
827.00,4.23,0.42,57.6,89.0
828.00,9.05,0.49,21.0,150.0
829.00,11.04,1.50,48.5,94.0
830.00,10.91,0.86,13.0,282.0
830.01,9.51,1.05,24.5,72.0
831.00,3.85,1.13,45.4,69.0
835.00,5.24,0.07,12.3,186.0
835.01,13.42,2.05,23.1,28.0
837.00,5.54,0.98,6.5,137.0
837.01,5.26,0.21,13.5,62.0
838.00,8.59,0.84,28.4,62.0
838.01,9.71,0.52,21.0,15.0
840.00,9.47,0.60,27.1,150.0
841.00,4.73,-0.03,23.1,65.0
842.00,10.23,1.16,46.5,133.0
844.00,8.15,0.68,5.4,150.0
845.00,4.17,0.95,23.7,149.0
845.01,12.79,1.69,105.4,32.0
846.00,7.57,0.69,35.5,106.0
848.00,7.84,0.83,46.9,85.0
849.00,5.76,1.05,19.8,124.0
851.00,7.85,0.66,42.6,150.0
851.01,13.79,1.76,70.0,138.0
852.00,9.44,0.56,19.3,163.0
853.00,8.61,0.92,27.5,97.0
854.00,5.97,0.34,31.0,84.0
856.00,2.85,0.12,9.0,126.0
858.00,8.26,1.15,50.4,55.0
859.00,5.00,1.45,14.3,154.0
859.10,10.83,1.24,19.9,150.0
860.00,3.24,1.62,3.8,149.0
861.00,10.86,1.43,53.3,150.0
862.10,5.28,0.41,35.4,84.0
863.00,4.79,0.94,3.4,89.0
864.10,12.14,1.45,52.7,113.0
865.00,9.02,1.36,70.2,60.0
866.00,6.70,0.82,34.0,101.0
867.00,5.63,0.30,29.1,60.0
868.00,7.69,0.45,16.1,150.0
869.00,2.88,-0.20,4.5,84.0
869.00,2.89,-0.18,4.5,84.0
870.00,10.82,1.44,36.3,150.0
873.00,8.04,1.11,69.0,52.0
873.00,8.00,1.12,69.0,52.0
877.00,5.10,0.56,3.8,95.0
878.00,2.95,1.59,8.7,81.0
879.00,9.90,0.95,17.7,150.0
879.10,12.62,1.49,43.8,51.0
880.00,9.26,0.85,30.8,150.0
882.00,7.16,0.54,20.6,120.0
882.01,15.87,0.70,56.1,37.0
886.00,4.66,-0.13,13.9,199.0
886.01,15.28,1.93,16.2,47.0
887.00,8.51,0.86,54.3,14.0
889.00,4.56,1.62,3.4,82.0
890.00,7.13,0.68,19.6,72.0
891.00,5.38,0.50,55.8,56.0
891.01,12.75,1.58,46.2,112.0
892.00,3.91,0.03,28.9,77.0
893.00,6.74,0.62,22.2,150.0
895.00,5.47,0.86,13.9,134.0
896.00,5.46,0.37,28.7,117.0
896.01,13.81,0.12,37.0,22.0
896.02,14.85,1.61,19.4,43.0
897.00,4.36,1.07,12.5,57.0
898.00,5.36,0.50,19.2,137.0
900.00,7.73,0.93,56.8,94.0
902.00,5.90,0.62,59.7,44.0
903.00,8.34,0.76,40.5,91.0
904.00,8.10,0.55,10.4,92.0
905.00,9.99,0.98,38.2,107.0
906.00,4.97,1.42,7.2,106.0
907.00,7.09,0.91,32.6,68.0
908.00,4.04,-0.03,18.7,119.0
909.00,5.59,0.31,43.1,127.0
910.00,6.09,0.95,22.1,111.0
911.00,5.51,0.46,47.8,125.0
912.00,8.19,0.84,40.3,112.0
913.00,10.20,1.50,74.9,103.0
914.00,9.68,1.22,53.1,88.0
914.01,9.73,1.22,47.3,192.0
914.02,13.71,1.69,84.8,29.0
915.01,11.27,1.32,26.8,72.0
915.10,8.49,0.84,29.8,150.0
916.00,5.50,1.07,22.3,178.0
917.00,10.98,1.13,45.9,150.0
917.01,14.14,0.17,26.2,63.0
917.02,17.70,1.70,30.8,49.0
917.03,10.73,1.12,38.9,150.0
918.00,5.57,-0.13,2.0,95.0
919.00,13.50,1.67,83.9,70.0
920.00,13.67,1.75,55.7,87.0
922.01,5.72,0.36,32.0,89.0
923.00,6.38,0.64,33.5,97.0
923.10,10.10,0.87,13.2,150.0
924.00,11.80,1.44,63.2,105.0
925.00,4.04,0.33,31.8,110.0
926.00,8.67,1.00,42.4,79.0
927.02,13.86,-0.05,8.0,78.0
928.00,4.93,0.33,11.5,106.0
929.00,4.14,0.95,15.1,73.0
929.01,13.90,0.00,26.6,93.0
930.00,5.46,0.87,13.2,120.0
931.00,4.71,1.01,3.2,98.0
932.00,5.29,0.36,26.9,54.0
933.00,4.84,0.80,27.7,161.0
935.00,6.86,0.36,26.1,84.0
936.00,5.19,0.05,9.6,72.0
937.00,7.10,1.07,11.1,84.0
938.10,10.48,1.26,34.0,150.0
939.00,8.79,0.97,51.9,101.0
939.01,15.55,1.07,2.9,37.0
939.02,11.56,1.38,26.6,73.0
940.00,5.43,1.17,13.0,95.0
941.00,7.29,0.62,8.8,43.0
942.00,4.87,1.17,13.6,106.0
943.00,14.02,1.14,25.4,218.0
943.01,11.01,1.24,97.0,380.0
945.00,4.43,0.82,202.9,19.0
946.00,3.86,1.10,24.8,97.0
946.01,14.35,1.64,16.0,370.0
947.00,11.36,1.24,29.1,110.0
947.01,14.03,1.58,38.0,240.0
947.02,5.65,0.28,28.7,95.0
948.10,11.77,1.37,51.7,127.0
949.00,3.35,0.91,11.7,127.0
949.01,15.32,1.54,27.3,42.0
950.00,7.65,1.11,75.5,101.0
951.00,11.46,1.45,7.0,173.0
952.00,4.25,0.30,51.0,101.0
953.00,5.45,1.10,5.0,186.0
954.01,15.59,0.24,13.6,41.0
954.02,3.65,0.99,26.2,108.0
954.10,9.63,1.17,29.9,93.0
955.00,6.88,0.56,19.3,60.0
955.01,12.68,1.45,32.5,170.0
957.00,10.82,1.00,26.1,150.0
957.01,12.38,1.04,10.0,190.0
958.00,4.44,1.08,66.5,110.0
960.01,15.22,1.71,53.4,47.0
960.02,13.42,1.15,15.0,160.0
961.00,5.34,1.08,3.2,127.0
961.02,12.92,1.52,24.5,18.0
962.00,5.86,1.32,6.5,150.0
962.10,5.38,-0.02,5.7,127.0
962.11,15.04,1.00,69.9,266.0
962.12,15.77,1.00,58.9,249.0
963.00,5.91,1.66,13.5,74.0
963.01,13.36,1.88,8.5,201.0
963.02,9.81,1.23,18.5,120.0
964.00,6.99,0.56,29.5,84.0
964.01,10.10,0.67,8.0,100.0
965.00,3.76,0.98,18.7,89.0
966.00,6.01,0.35,36.8,101.0
966.01,10.48,1.24,21.1,47.0
967.01,12.29,0.92,11.0,200.0
969.00,5.76,0.40,4.1,150.0
969.01,14.29,-0.02,16.0,140.0
969.02,12.61,1.43,49.0,220.0
969.03,10.90,1.28,20.0,47.0
970.00,4.80,0.15,16.7,150.0
972.01,9.99,1.05,25.9,44.0
973.00,5.17,0.08,10.4,56.0
973.02,11.64,1.49,15.6,58.0
974.00,7.81,0.63,33.4,150.0
974.01,10.30,1.03,39.0,130.0
974.02,4.22,0.13,22.9,126.0
974.03,8.94,0.76,23.5,75.0
974.05,11.43,0.88,8.8,52.0
974.07,11.16,1.15,26.2,38.0
974.08,13.41,0.41,21.8,46.0
974.09,4.29,0.05,67.3,194.0
974.10,6.46,0.49,37.7,151.0
974.11,9.01,0.94,21.3,37.0
974.13,13.25,0.95,3.7,54.0
975.00,6.73,0.68,18.0,118.0
976.01,12.13,1.40,52.0,170.0
976.03,12.56,0.74,16.4,50.0
977.00,4.28,0.26,34.9,150.0
978.01,7.49,0.54,31.7,120.0
979.00,4.49,0.25,17.2,68.0
980.00,5.24,0.96,14.1,137.0
980.01,8.12,0.66,32.1,143.0
981.00,4.69,0.98,13.5,72.0
983.01,12.04,0.80,2.2,45.0
984.01,13.06,1.49,51.0,170.0
984.02,14.11,1.47,15.9,70.0
984.03,11.99,0.99,15.0,150.0
984.04,10.41,1.09,27.2,59.0
985.00,11.06,0.86,17.7,63.0
985.02,10.54,0.54,17.4,80.0
985.03,9.48,0.93,22.3,29.0
986.00,6.84,0.63,41.4,106.0
986.00,6.29,0.66,41.4,106.0
986.01,11.06,1.64,180.6,8.0
986.02,9.03,0.84,25.5,37.0
986.03,11.14,1.34,26.9,33.0
986.05,12.26,1.36,18.0,180.0
986.06,5.90,0.32,46.0,204.0
986.07,12.58,1.14,6.7,45.0
987.00,3.53,1.01,17.5,124.0
987.02,14.20,-0.11,24.0,50.0
988.00,3.84,0.95,36.7,139.0
989.00,3.40,0.18,27.2,150.0
990.00,8.27,1.35,85.6,40.0
990.01,10.90,1.00,12.5,58.0
990.02,10.69,1.37,19.8,31.0
990.03,11.83,0.95,27.5,40.0
991.00,6.59,0.53,6.4,52.0
991.01,12.25,1.37,21.3,38.0
991.02,12.51,1.24,3.6,36.0
992.00,13.90,1.74,95.9,28.0
992.01,10.33,1.18,24.7,33.0
993.01,12.80,1.10,20.9,53.0
994.00,6.10,0.46,30.4,106.0
994.01,12.78,1.46,25.5,52.0
994.02,9.10,0.85,21.7,36.0
994.10,7.91,0.65,43.8,150.0
995.00,5.58,0.32,28.1,166.0
995.02,14.57,1.75,63.0,260.0
996.00,4.78,0.17,66.0,118.0
996.01,8.93,0.84,16.7,29.0
996.02,6.51,0.43,46.7,107.0
996.03,14.74,0.67,2.6,32.0
996.04,12.17,1.47,15.0,39.0
996.05,11.05,1.28,13.1,53.0
999.01,11.02,1.22,19.5,75.0
1000.01,8.94,0.88,32.4,62.0
1000.02,8.66,0.74,34.4,61.0
1002.00,8.33,0.89,33.8,33.0
1002.10,7.42,1.09,25.6,150.0
1003.00,4.65,0.25,24.1,82.0
1003.01,11.74,1.41,23.8,74.0
1004.00,7.93,0.79,43.6,178.0
1004.01,9.69,0.91,19.6,40.0
1005.00,9.26,0.54,26.9,178.0
1007.00,5.11,1.70,5.0,117.0
1008.00,5.26,1.47,9.8,59.0
1009.00,4.51,0.98,22.2,101.0
1010.00,8.63,1.43,97.7,38.0
1011.00,4.25,1.22,10.8,42.0
1013.00,7.68,0.71,20.5,106.0
1014.00,0.85,1.54,48.6,30.0
1015.00,4.25,0.18,34.1,75.0
1015.02,9.38,0.85,14.9,86.0
1015.03,8.42,1.12,60.2,29.0
1015.04,14.30,1.62,40.3,54.0
1016.00,6.37,0.76,15.6,150.0
1016.02,11.37,1.25,31.6,85.0
1016.04,15.83,1.62,20.5,46.0
1018.00,3.27,-0.10,16.6,161.0
1019.00,5.35,0.32,18.7,77.0
1020.00,6.49,0.51,14.7,120.0
1022.00,4.27,0.12,21.5,73.0
1023.00,5.23,0.28,32.6,149.0
1023.01,11.51,1.37,17.1,69.0
1025.00,8.26,0.75,20.6,120.0
1026.00,10.36,1.50,94.0,106.0
1026.01,13.76,0.32,105.2,26.0
1026.10,5.07,0.15,19.6,81.0
1027.10,4.69,0.15,18.3,64.0
1028.00,3.87,1.09,30.6,32.0
1030.00,9.21,1.01,49.4,108.0
1031.00,5.01,0.07,17.2,94.0
1032.00,7.28,0.63,24.0,85.0
1034.00,5.45,1.06,6.1,150.0
1035.00,5.99,0.57,22.6,154.0
1036.00,9.18,0.65,27.1,150.0
1037.00,6.06,0.28,19.2,95.0
1038.00,12.63,1.01,10.8,150.0
1039.00,8.01,1.08,74.2,49.0
1039.01,10.99,1.49,63.5,104.0
1041.00,5.29,0.00,17.3,84.0
1042.00,4.32,1.61,6.5,149.0
1043.00,4.28,-0.13,15.9,222.0
1044.11,15.96,0.21,21.6,52.0
1045.01,16.02,1.58,10.0,68.0
1045.10,7.74,0.62,18.8,150.0
1046.00,9.98,1.52,112.1,28.0
1047.01,9.91,1.12,20.8,32.0
1048.00,4.45,0.34,49.8,106.0
1049.00,8.00,0.90,44.7,65.0
1050.00,9.88,0.64,10.2,101.0
1051.00,5.05,0.37,56.9,149.0
1052.00,6.53,0.68,63.2,163.0
1052.00,7.20,0.68,63.2,163.0
1052.01,17.29,1.89,52.1,9.0
1053.00,7.79,0.65,13.1,150.0
1057.00,5.34,0.25,13.2,99.0
1059.10,5.37,0.19,4.2,84.0
1060.00,11.52,1.48,28.8,104.0
1060.01,10.91,1.28,22.6,69.0
1063.00,5.07,1.28,18.7,107.0
1064.00,10.59,1.16,27.1,83.0
1065.00,8.33,0.60,28.7,150.0
1066.00,5.44,1.57,0.3,163.0
1067.00,8.45,0.83,5.8,151.0
1068.00,6.97,0.62,13.3,119.0
1069.00,5.27,0.20,22.5,149.0
1070.00,5.51,0.63,80.3,86.0
1071.00,7.59,0.89,46.9,81.0
1071.10,4.88,1.44,25.9,84.0
1072.00,7.19,1.61,4.3,150.0
1073.00,5.78,0.62,37.8,84.0
1074.00,8.85,0.57,13.4,107.0
1076.00,6.97,0.58,45.5,89.0
1077.00,3.19,0.45,121.6,22.0
1080.01,15.23,1.95,71.1,57.0
1082.00,4.36,0.01,35.0,149.0
1083.00,5.10,0.21,21.4,81.0
1083.01,13.40,1.61,77.4,24.0
1084.00,6.76,0.54,27.7,40.0
1085.00,5.03,0.98,22.1,149.0
1087.00,6.27,0.50,26.4,51.0
1088.10,11.98,1.57,77.0,106.0
1088.11,13.52,1.40,16.9,29.0
1090.00,4.74,1.84,4.8,72.0
1092.00,4.39,0.25,11.3,137.0
1093.00,5.33,1.64,9.2,124.0
1094.00,8.20,0.83,34.0,35.0
1095.00,3.72,-0.18,1.2,150.0
1097.00,10.90,1.54,83.8,90.0
1098.00,7.05,0.11,1.2,150.0
1098.10,7.83,1.63,22.9,150.0
1098.11,12.39,0.57,6.4,29.0
1099.00,7.98,0.80,30.0,133.0
1099.01,13.67,1.65,30.1,24.0
1099.02,14.00,0.07,23.0,26.0
1100.00,2.69,1.53,17.0,89.0
1101.00,7.02,0.55,40.1,149.0
1102.00,4.07,1.15,17.5,65.0
1103.00,9.79,1.42,56.1,44.0
1104.00,8.44,0.84,37.5,149.0
1105.00,8.04,0.58,21.5,97.0
1105.01,10.98,1.48,54.6,199.0
1107.00,8.18,0.75,16.2,117.0
1109.00,8.15,1.06,30.0,150.0
1110.00,10.72,0.55,35.0,150.0
1110.10,10.85,1.26,19.8,150.0
1111.00,10.02,0.12,12.3,150.0
1112.00,4.94,0.04,4.4,51.0
1113.00,6.19,0.48,30.4,72.0
1114.00,12.21,1.00,11.8,141.0
1115.00,5.95,0.41,19.8,98.0
1116.00,4.47,1.40,16.7,173.0
1117.10,10.07,1.38,46.5,106.0
1118.00,4.03,0.92,8.9,84.0
1119.00,7.35,0.78,3.2,99.0
1120.00,5.66,0.43,26.5,149.0
1121.00,12.14,1.43,44.4,108.0
1122.00,2.99,0.54,4.5,37.0
1123.00,9.93,1.41,69.1,41.0
1124.00,11.51,1.48,34.4,134.0
1124.01,5.38,0.80,12.9,105.0
1125.00,8.02,0.57,28.1,162.0
1126.00,4.79,0.26,20.3,161.0
1127.00,3.75,1.22,1.4,73.0
1128.00,8.09,0.70,1.8,257.0
1128.02,11.30,1.33,30.6,120.0
1129.00,6.22,1.06,114.1,16.0
1130.00,8.25,0.72,49.1,87.0
1132.00,4.64,0.16,17.5,53.0
1132.02,9.02,0.75,35.1,120.0
1133.00,5.02,1.07,5.4,127.0
1134.00,5.47,1.52,23.2,149.0
1135.00,8.36,1.46,129.4,85.0
1136.00,6.41,1.11,5.9,95.0
1136.01,14.81,1.09,6.8,40.0
1137.00,5.00,0.33,49.0,73.0
1138.00,4.68,-0.06,15.5,84.0
1138.10,9.26,1.30,52.8,106.0
1139.00,3.17,-0.18,17.7,65.0
1141.00,5.43,-0.12,22.9,120.0
1142.00,6.41,0.40,22.7,133.0
1144.00,5.38,0.42,44.5,101.0
1144.01,9.93,0.95,18.5,69.0
1145.00,7.03,0.64,50.6,97.0
1146.00,4.55,1.20,11.4,161.0
1146.00,4.59,1.21,11.4,161.0
1148.00,10.04,0.74,52.1,150.0
1149.00,7.75,0.80,25.6,178.0
1151.00,3.19,1.46,14.1,91.0
1151.01,15.97,0.74,45.6,40.0
1152.00,5.00,0.65,58.7,49.0
1152.10,5.12,-0.06,23.3,84.0
1152.20,5.30,0.09,6.7,84.0
1153.00,6.17,0.62,35.5,57.0
1154.00,5.34,0.33,3.2,139.0
1155.00,5.03,1.49,6.6,127.0
1155.01,12.11,1.53,48.7,92.0
1158.00,2.79,0.13,46.6,56.0
1159.00,8.67,0.64,11.9,150.0
1161.00,5.68,0.42,27.0,79.0
1161.01,12.48,1.50,33.7,180.0
1162.00,5.43,0.24,10.0,137.0
1163.00,5.12,0.44,48.4,127.0
1164.00,4.72,0.52,85.7,101.0
1165.00,4.82,0.32,0.9,82.0
1167.00,5.31,1.00,11.6,137.0
1168.00,10.30,1.52,90.6,163.0
1170.00,8.48,0.68,25.6,150.0
1171.00,6.75,0.65,29.1,101.0
1173.00,5.05,0.47,47.2,53.0
1175.00,4.86,0.18,20.8,72.0
1176.00,10.76,1.54,70.4,51.0
1177.00,5.20,1.65,16.2,137.0
1178.00,9.87,1.02,24.9,44.0
1179.00,8.04,0.80,44.4,79.0
1180.00,8.90,1.53,39.9,178.0
1181.00,8.89,1.54,256.7,92.0
1182.00,10.35,1.07,12.7,99.0
1183.01,9.47,1.17,41.7,58.0
1184.00,3.31,-0.11,22.5,106.0
1185.00,4.36,-0.10,31.9,150.0
1186.00,9.81,0.72,14.8,106.0
1187.00,0.08,0.80,79.1,46.0
1187.00,0.08,0.80,79.1,46.0
